sub,time,trial,stim1,stim2,decision,RT_decision,val1,RT_val1,conf1,RT_conf1,val2,RT_val2,conf2,RT_conf2,conf_decision,RT_conf_decision
90,1678836572567,22,-50,50,2,1.389,8.0,8.554,5.0,2.333,18.0,3.18,7.0,1.872,5.0,2.307
90,1678836593880,23,80,-20,1,1.267,20.0,2.694,6.0,1.485,8.0,2.814,6.0,2.057,7.0,2.47
90,1678836615576,24,80,-80,1,1.131,20.0,5.927,5.0,1.792,1.0,3.015,6.0,2.641,8.0,2.109
90,1678836631444,25,-80,-20,2,6.959,,,,,,,,,,
90,1678836644664,26,-20,-50,1,6.802,,,,,,,,,,
90,1678836653605,27,-50,-80,1,1.32,,,,,,,,,,
90,1678836673919,28,-20,-80,1,1.415,6.0,2.589,4.0,2.012,1.0,2.327,5.0,1.658,8.0,2.321
90,1678836693484,29,-80,-50,2,1.249,0.0,3.557,6.0,1.462,6.0,2.57,5.0,1.265,6.0,1.691
90,1678836712598,30,-50,-20,2,1.338,6.0,2.559,5.0,2.16,8.0,2.044,5.0,1.438,6.0,1.486
91,1678836748798,1,50,80,2,2.143,,,,,,,,,,
91,1678836756398,2,20,50,1,2.129,,,,,,,,,,
91,1678836766697,3,20,80,2,1.71,,,,,,,,,,
91,1678836793582,4,80,50,1,2.326,16.0,4.605,7.0,2.319,15.0,4.066,6.0,1.601,8.0,4.253
91,1678836819130,5,80,20,2,2.506,16.0,5.102,7.0,2.553,12.0,2.987,9.0,2.47,6.0,3.253
91,1678836844679,6,50,20,2,1.426,15.0,3.219,5.0,2.27,13.0,4.627,6.0,2.576,5.0,4.761
91,1678836856814,7,-20,-50,2,4.988,,,,,,,,,,
91,1678836865413,8,-80,-50,2,2.131,,,,,,,,,,
91,1678836875012,9,-20,-80,1,2.083,,,,,,,,,,
91,1678836900645,10,-50,-20,1,1.746,8.0,3.767,5.0,2.571,6.0,3.515,5.0,2.413,5.0,2.995
91,1678836927078,11,-50,-80,2,1.512,10.0,3.083,6.0,2.543,6.0,5.626,5.0,2.303,5.0,2.835
91,1678836955876,12,-80,-20,2,1.475,6.0,4.637,6.0,2.506,8.0,3.011,6.0,4.203,5.0,3.208
91,1678836964493,13,-50,50,2,1.668,,,,,,,,,,
91,1678836972618,14,80,-50,1,1.402,,,,,,,,,,
91,1678836981967,15,-80,50,2,1.513,,,,,,,,,,
91,1678836989934,16,-20,20,2,1.575,,,,,,,,,,
91,1678836999100,17,80,-80,1,1.777,,,,,,,,,,
91,1678837008066,18,50,-20,1,2.084,,,,,,,,,,
91,1678837016799,19,-20,80,2,1.356,,,,,,,,,,
91,1678837023049,20,20,-50,1,1.488,,,,,,,,,,
91,1678837031415,21,-80,20,2,1.48,,,,,,,,,,
91,1678837058929,22,20,-20,1,1.533,12.0,4.4,5.0,6.08,8.0,3.368,5.0,2.282,5.0,2.467
91,1678837084328,23,50,-50,1,1.976,15.0,3.824,8.0,2.285,8.0,2.689,4.0,2.663,5.0,3.083
91,1678837105916,24,50,-80,1,1.161,16.0,3.056,6.0,3.662,4.0,3.538,5.0,2.238,5.0,2.777
91,1678837134864,25,-20,50,2,1.416,8.0,4.522,5.0,2.114,10.0,6.651,6.0,2.522,6.0,2.731
91,1678837160075,26,-50,20,2,1.128,8.0,2.724,5.0,2.396,13.0,3.556,5.0,4.149,7.0,3.139
91,1678837185973,27,-80,80,2,1.307,6.0,4.09,4.0,2.361,18.0,3.608,7.0,3.17,7.0,2.83
91,1678837213811,28,-50,80,2,1.36,8.0,2.863,6.0,3.242,17.0,6.831,8.0,3.399,5.0,2.578
91,1678837242310,29,20,-80,1,1.106,12.0,3.166,6.0,2.644,5.0,6.873,4.0,2.504,5.0,4.496
91,1678837270708,30,80,-20,1,2.121,16.0,6.073,7.0,3.338,8.0,3.451,4.0,2.442,5.0,3.126
92,1678836725728,1,50,-50,2,67.462,,,,,,,,,,
92,1678836732595,2,-50,20,1,0.802,,,,,,,,,,
92,1678836746529,3,50,-20,1,5.339,,,,,,,,,,
92,1678836755446,4,20,-20,1,1.805,,,,,,,,,,
92,1678836762746,5,20,-80,1,1.668,,,,,,,,,,
92,1678836770147,6,-20,80,2,1.748,,,,,,,,,,
92,1678836779430,7,-50,80,2,2.164,,,,,,,,,,
92,1678836787280,8,-80,80,2,1.116,,,,,,,,,,
92,1678836798214,9,-80,50,2,1.448,,,,,,,,,,
92,1678836831415,10,-20,20,2,4.209,8.0,6.039,4.0,1.259,12.0,4.912,4.0,1.196,4.0,5.389
92,1678836858299,11,80,-50,1,1.725,17.0,3.457,5.0,1.344,3.0,7.55,3.0,1.344,3.0,2.011
92,1678836881650,12,20,-50,1,1.399,11.0,3.192,4.0,1.392,3.0,2.616,4.0,1.855,2.0,2.235
92,1678836902467,13,-80,20,2,2.423,1.0,2.775,2.0,1.64,10.0,2.294,4.0,1.417,3.0,2.281
92,1678836931101,14,-50,50,2,4.928,5.0,4.343,3.0,1.16,14.0,6.333,4.0,1.674,1.0,2.516
92,1678837027071,15,80,-20,1,1.125,17.0,72.511,2.0,2.183,8.0,2.002,3.0,1.713,3.0,1.309
92,1678837102439,16,80,-80,1,1.169,16.0,1.536,3.0,1.193,2.0,2.068,2.0,1.079,3.0,59.857
92,1678837121973,17,-20,50,2,2.656,8.0,2.456,3.0,0.843,5.0,1.8,3.0,1.614,5.0,1.421
92,1678837139557,18,50,-80,1,1.524,13.0,1.359,4.0,1.12,1.0,2.836,5.0,1.572,3.0,1.283
92,1678837148625,19,20,50,1,1.197,,,,,,,,,,
92,1678837154941,20,80,20,1,1.58,,,,,,,,,,
92,1678837168141,21,80,50,2,5.839,,,,,,,,,,
92,1678837191025,22,50,80,1,1.531,14.0,4.226,5.0,1.177,17.0,3.145,4.0,1.471,4.0,1.561
92,1678837213176,23,20,80,2,2.099,12.0,2.859,5.0,1.488,15.0,4.211,4.0,1.479,3.0,1.389
92,1678837229393,24,50,20,2,0.86,14.0,3.342,4.0,1.341,14.0,2.219,3.0,1.564,3.0,1.76
92,1678837240428,25,-80,-50,1,2.767,,,,,,,,,,
92,1678837248778,26,-50,-20,2,2.091,,,,,,,,,,
92,1678837257528,27,-80,-20,2,1.238,,,,,,,,,,
92,1678837276828,28,-20,-50,1,2.092,9.0,1.96,5.0,1.486,7.0,1.755,3.0,1.253,3.0,2.729
92,1678837301796,29,-50,-80,1,1.887,7.0,2.121,3.0,1.0,2.0,1.937,3.0,1.599,4.0,1.764
92,1678837333680,30,-20,-80,1,1.46,7.0,1.891,4.0,1.236,2.0,2.62,3.0,1.068,4.0,1.319
93,1678835771844,1,50,-80,1,2.362,,,,,,,,,,
93,1678835779177,2,-20,50,2,1.918,,,,,,,,,,
93,1678835788860,3,-50,50,2,1.359,,,,,,,,,,
93,1678835798860,4,-50,20,2,2.998,,,,,,,,,,
93,1678835805810,5,80,-20,1,1.382,,,,,,,,,,
93,1678835812477,6,80,-80,1,1.093,,,,,,,,,,
93,1678835821010,7,20,-80,1,1.164,,,,,,,,,,
93,1678835829627,8,-20,20,2,1.554,,,,,,,,,,
93,1678835837660,9,-50,80,2,1.128,,,,,,,,,,
93,1678835861010,10,-20,80,2,3.77,16.0,3.28,5.0,1.165,19.0,2.76,6.0,1.198,8.0,3.091
93,1678835883911,11,50,-20,1,1.339,14.0,4.582,6.0,1.993,3.0,2.248,8.0,2.504,10.0,1.959
93,1678835907294,12,-80,80,2,1.546,2.0,2.92,9.0,2.117,18.0,2.488,9.0,2.557,10.0,1.593
93,1678835938945,13,-80,50,2,0.596,2.0,2.651,6.0,1.619,14.0,2.142,9.0,1.123,9.0,15.338
93,1678835959578,14,20,-20,1,1.291,13.0,2.976,7.0,1.771,0.0,3.277,3.0,2.116,8.0,1.493
93,1678835980994,15,50,-50,1,0.924,14.0,3.036,6.0,1.737,4.0,2.203,8.0,1.902,9.0,1.334
93,1678836001944,16,-80,20,2,0.652,2.0,3.111,5.0,2.322,15.0,3.161,6.0,1.371,6.0,3.074
93,1678836024328,17,20,-50,1,0.992,16.0,5.043,3.0,2.343,4.0,2.354,3.0,1.899,8.0,1.519
93,1678836041128,18,80,-50,1,1.001,18.0,2.284,9.0,1.323,4.0,1.86,7.0,0.975,10.0,1.446
93,1678836051061,19,20,50,1,2.415,,,,,,,,,,
93,1678836057344,20,80,20,1,1.587,,,,,,,,,,
93,1678836065377,21,80,50,1,0.859,,,,,,,,,,
93,1678836087161,22,50,20,1,0.741,16.0,3.593,5.0,1.669,13.0,3.268,5.0,1.047,8.0,4.122
93,1678836105595,23,50,80,2,0.775,18.0,2.692,6.0,1.575,20.0,1.923,10.0,1.393,10.0,1.23
93,1678836122478,24,20,80,2,0.994,13.0,2.13,6.0,1.857,18.0,2.266,9.0,2.142,9.0,2.498
93,1678836133012,25,-80,-50,1,2.801,,,,,,,,,,
93,1678836140961,26,-80,-20,1,1.737,,,,,,,,,,
93,1678836152495,27,-20,-50,1,3.424,,,,,,,,,,
93,1678836186412,28,-20,-80,2,0.637,3.0,3.651,7.0,1.93,6.0,4.891,5.0,2.622,7.0,2.256
93,1678836204561,29,-50,-80,2,0.655,4.0,2.418,6.0,2.137,8.0,1.675,9.0,1.665,8.0,1.36
93,1678836224845,30,-50,-20,1,0.68,2.0,2.189,3.0,2.817,0.0,2.493,8.0,1.244,2.0,2.635
94,1678836276750,1,-20,-80,2,3.234,,,,,,,,,,
94,1678836284523,2,-50,-20,2,2.147,,,,,,,,,,
94,1678836295715,3,-50,-80,1,2.433,,,,,,,,,,
94,1678836324606,4,-80,-50,2,1.773,2.0,4.144,3.0,2.888,5.0,5.872,4.0,1.711,10.0,4.278
94,1678836344872,5,-20,-50,1,1.097,8.0,2.66,4.0,1.259,5.0,3.506,5.0,1.841,10.0,3.175
94,1678836363038,6,-80,-20,2,1.376,1.0,2.953,5.0,1.316,8.0,2.573,5.0,1.522,10.0,1.726
94,1678836371511,7,80,-20,1,1.338,,,,,,,,,,
94,1678836380902,8,20,-50,1,2.192,,,,,,,,,,
94,1678836389326,9,-20,20,2,1.272,,,,,,,,,,
94,1678836397800,10,-20,50,2,1.501,,,,,,,,,,
94,1678836406890,11,50,-50,1,1.307,,,,,,,,,,
94,1678836416831,12,-80,50,2,1.601,,,,,,,,,,
94,1678836424922,13,20,-80,1,1.118,,,,,,,,,,
94,1678836433228,14,-80,80,2,1.599,,,,,,,,,,
94,1678836443320,15,-50,80,2,1.243,,,,,,,,,,
94,1678836463003,16,-80,20,2,1.011,2.0,3.641,5.0,1.874,12.0,2.48,5.0,1.355,10.0,2.04
94,1678836489792,17,80,-50,1,1.748,19.0,4.634,7.0,2.011,4.0,5.373,4.0,3.301,10.0,1.945
94,1678836509158,18,50,-20,1,1.345,15.0,2.757,5.0,1.452,8.0,1.957,5.0,1.219,10.0,2.725
94,1678836528757,19,-50,20,2,1.081,5.0,3.078,5.0,1.275,13.0,2.054,6.0,1.966,10.0,2.212
94,1678836550792,20,50,-80,1,1.641,16.0,2.676,6.0,2.055,1.0,2.63,8.0,4.372,10.0,2.868
94,1678836574978,21,-50,50,2,1.238,4.0,5.814,6.0,1.427,16.0,3.807,6.0,1.48,10.0,2.534
94,1678836598898,22,20,-20,1,0.963,12.0,2.917,6.0,4.779,8.0,4.261,6.0,1.856,10.0,1.734
94,1678836618231,23,-20,80,2,1.251,8.0,1.889,5.0,1.635,19.0,2.747,7.0,1.343,10.0,1.977
94,1678836634711,24,80,-80,1,1.076,19.0,2.175,7.0,1.382,1.0,2.793,7.0,1.507,10.0,2.189
94,1678836643951,25,80,50,1,1.489,,,,,,,,,,
94,1678836651658,26,20,50,2,1.425,,,,,,,,,,
94,1678836660365,27,80,20,1,1.274,,,,,,,,,,
94,1678836684335,28,20,80,2,1.705,8.0,2.336,0.0,5.03,18.0,3.567,7.0,1.462,10.0,2.313
94,1678836708338,29,50,80,2,1.221,15.0,2.06,5.0,2.407,19.0,2.711,7.0,4.68,9.0,3.198
94,1678836728571,30,50,20,1,1.722,14.0,2.529,6.0,3.348,12.0,2.256,6.0,1.099,9.0,1.597
95,1678836309715,1,20,-80,1,2.036,,,,,,,,,,
95,1678836319069,2,-80,80,2,1.318,,,,,,,,,,
95,1678836334037,3,50,-20,1,1.945,,,,,,,,,,
95,1678836345345,4,20,-50,1,1.028,,,,,,,,,,
95,1678836355524,5,80,-20,1,1.789,,,,,,,,,,
95,1678836365071,6,20,-20,1,1.208,,,,,,,,,,
95,1678836378453,7,-50,50,2,1.392,,,,,,,,,,
95,1678836388877,8,-80,50,2,1.343,,,,,,,,,,
95,1678836400980,9,80,-50,1,1.083,,,,,,,,,,
95,1678836432878,10,-80,20,2,1.719,0.0,4.309,9.0,3.231,10.0,4.967,10.0,1.496,9.0,6.243
95,1678836462942,11,80,-80,1,0.975,18.0,5.62,4.0,2.399,0.0,2.646,9.0,1.144,8.0,3.962
95,1678836488273,12,-50,80,2,0.735,3.0,3.708,9.0,1.28,18.0,2.327,4.0,1.967,8.0,1.413
95,1678836508690,13,-50,20,2,0.815,3.0,2.288,9.0,1.207,10.0,1.855,10.0,1.367,8.0,1.116
95,1678836529892,14,-20,20,2,0.847,6.0,3.086,9.0,1.064,10.0,1.534,10.0,1.071,8.0,1.513
95,1678836555205,15,-20,80,2,1.055,6.0,2.439,9.0,2.03,18.0,2.172,5.0,3.143,8.0,1.122
95,1678836576692,16,50,-80,1,1.095,15.0,3.164,7.0,1.87,0.0,1.807,10.0,1.247,8.0,2.068
95,1678836599874,17,50,-50,1,1.461,15.0,2.078,9.0,1.495,3.0,2.741,9.0,1.952,8.0,2.211
95,1678836621315,18,-20,50,2,1.007,6.0,2.071,9.0,1.429,15.0,1.919,6.0,2.024,9.0,1.515
95,1678836633675,19,20,80,2,2.465,,,,,,,,,,
95,1678836642594,20,20,50,2,1.901,,,,,,,,,,
95,1678836654793,21,50,80,2,1.241,,,,,,,,,,
95,1678836678202,22,80,50,1,0.943,18.0,3.47,6.0,1.599,15.0,2.262,8.0,1.927,1.0,2.715
95,1678836702985,23,50,20,1,0.694,15.0,2.4,7.0,3.334,10.0,1.703,10.0,1.006,8.0,2.755
95,1678836720799,24,80,20,1,1.038,18.0,1.931,5.0,2.143,10.0,1.39,10.0,1.151,2.0,3.107
95,1678836735702,25,-80,-50,2,2.415,,,,,,,,,,
95,1678836747759,26,-50,-20,2,2.88,,,,,,,,,,
95,1678836760587,27,-20,-80,1,1.339,,,,,,,,,,
95,1678836782737,28,-80,-20,2,0.775,0.0,2.261,10.0,1.064,6.0,2.223,9.0,1.447,5.0,3.947
95,1678836805219,29,-50,-80,1,0.983,3.0,3.396,9.0,1.056,0.0,1.975,10.0,1.199,8.0,1.883
95,1678836826346,30,-20,-50,1,0.718,6.0,2.177,10.0,1.503,3.0,2.503,10.0,1.159,8.0,1.635
96,1678836496343,1,20,50,1,3.128,,,,,,,,,,
96,1678836503793,2,80,50,1,1.487,,,,,,,,,,
96,1678836519277,3,20,80,1,1.67,,,,,,,,,,
96,1678836549643,4,80,20,1,1.859,19.0,9.931,8.0,2.43,6.0,4.269,2.0,2.011,4.0,2.191
96,1678836583710,5,50,80,2,0.695,12.0,15.705,5.0,1.689,16.0,2.645,7.0,2.531,6.0,4.043
96,1678836617494,6,50,20,2,7.738,12.0,2.967,5.0,3.344,12.0,3.924,5.0,5.592,2.0,3.474
96,1678836629310,7,-20,-80,1,4.421,,,,,,,,,,
96,1678836646593,8,-50,-80,1,7.901,,,,,,,,,,
96,1678836656444,9,-20,-50,2,1.588,,,,,,,,,,
96,1678836684828,10,-80,-50,2,0.845,8.0,4.298,7.0,2.964,14.0,3.595,7.0,3.229,5.0,5.16
96,1678836713195,11,-50,-20,1,1.609,14.0,3.885,5.0,1.823,10.0,4.139,6.0,3.655,5.0,2.423
96,1678836738462,12,-80,-20,2,1.558,14.0,2.654,5.0,1.989,13.0,1.755,7.0,2.281,7.0,4.998
96,1678836747076,13,-20,20,1,1.288,,,,,,,,,,
96,1678836754942,14,80,-80,1,1.12,,,,,,,,,,
96,1678836765194,15,50,-80,1,1.955,,,,,,,,,,
96,1678836773743,16,20,-50,2,1.286,,,,,,,,,,
96,1678836784795,17,-20,80,2,0.903,,,,,,,,,,
96,1678836794592,18,50,-20,1,2.72,,,,,,,,,,
96,1678836804677,19,-80,20,2,1.804,,,,,,,,,,
96,1678836810762,20,-50,80,2,1.071,,,,,,,,,,
96,1678836822528,21,50,-50,2,0.969,,,,,,,,,,
96,1678836848545,22,80,-50,1,1.512,17.0,2.915,7.0,3.226,14.0,5.145,6.0,2.658,7.0,2.694
96,1678836877578,23,-80,80,2,0.89,8.0,9.887,6.0,1.556,16.0,2.27,7.0,2.361,7.0,3.238
96,1678836900811,24,80,-20,1,2.36,18.0,4.802,10.0,1.53,10.0,4.36,5.0,2.161,6.0,2.81
96,1678836932959,25,20,-20,1,1.39,10.0,3.835,4.0,3.178,12.0,3.34,2.0,1.571,6.0,8.396
96,1678836959912,26,-80,50,1,2.295,12.0,3.089,2.0,1.876,8.0,7.478,3.0,1.677,2.0,3.304
96,1678836986662,27,-20,50,2,1.942,8.0,4.703,5.0,2.587,6.0,3.407,5.0,2.038,7.0,3.261
96,1678837012159,28,-50,50,2,2.008,6.0,4.169,6.0,2.296,15.0,3.126,7.0,1.405,7.0,2.77
96,1678837035262,29,20,-80,1,1.633,12.0,3.068,6.0,2.372,8.0,2.989,6.0,1.739,6.0,3.112
96,1678837059062,30,-50,20,2,1.179,8.0,3.902,6.0,2.626,12.0,3.76,5.0,1.626,7.0,2.989
97,1678836268008,1,-80,-20,2,3.916,,,,,,,,,,
97,1678836275791,2,-50,-80,1,2.198,,,,,,,,,,
97,1678836286073,3,-50,-20,1,1.924,,,,,,,,,,
97,1678836311656,4,-80,-50,2,2.082,3.0,3.979,8.0,1.88,6.0,3.115,7.0,1.737,6.0,5.097
97,1678836334254,5,-20,-50,2,2.04,6.0,3.046,7.0,3.213,8.0,2.959,7.0,1.709,3.0,2.964
97,1678836355370,6,-20,-80,1,1.248,7.0,3.082,6.0,2.503,4.0,2.478,6.0,2.862,7.0,2.289
97,1678836364486,7,80,-80,1,1.657,,,,,,,,,,
97,1678836372036,8,80,-50,1,1.436,,,,,,,,,,
97,1678836380435,9,-20,50,2,1.5,,,,,,,,,,
97,1678836387751,10,-20,80,2,1.291,,,,,,,,,,
97,1678836396317,11,50,-80,1,1.328,,,,,,,,,,
97,1678836405833,12,-80,20,2,1.449,,,,,,,,,,
97,1678836414383,13,-50,50,2,1.19,,,,,,,,,,
97,1678836422983,14,-20,20,2,1.326,,,,,,,,,,
97,1678836432583,15,-50,20,2,2.126,,,,,,,,,,
97,1678836453448,16,20,-20,1,1.106,13.0,3.115,7.0,1.895,6.0,2.802,7.0,1.753,7.0,2.934
97,1678836475864,17,-50,80,2,1.181,6.0,2.791,7.0,2.951,19.0,2.838,9.0,1.574,10.0,3.292
97,1678836498313,18,-80,50,2,0.93,2.0,2.747,7.0,3.558,15.0,2.622,8.0,1.923,10.0,2.824
97,1678836520845,19,20,-80,1,1.26,12.0,3.377,7.0,2.503,4.0,2.322,5.0,1.812,10.0,3.122
97,1678836542128,20,80,-20,1,1.017,18.0,3.884,7.0,2.488,5.0,2.354,8.0,2.91,10.0,2.913
97,1678836565292,21,20,-50,1,1.124,12.0,2.514,7.0,3.175,6.0,2.856,6.0,2.581,10.0,3.088
97,1678836586975,22,-80,80,2,1.005,3.0,2.824,8.0,2.409,19.0,2.878,8.0,2.538,10.0,2.648
97,1678836610974,23,50,-50,1,1.553,15.0,3.205,8.0,2.553,6.0,2.248,8.0,2.436,10.0,2.935
97,1678836629373,24,50,-20,1,1.05,16.0,2.621,8.0,1.791,3.0,2.297,6.0,2.407,10.0,3.352
97,1678836639239,25,50,80,2,1.743,,,,,,,,,,
97,1678836646988,26,50,20,1,1.514,,,,,,,,,,
97,1678836656021,27,80,20,1,1.214,,,,,,,,,,
97,1678836678853,28,20,50,2,0.946,12.0,3.494,7.0,3.048,16.0,2.997,7.0,2.222,10.0,2.789
97,1678836702535,29,80,50,1,1.048,18.0,2.729,7.0,2.696,14.0,3.589,8.0,3.074,10.0,2.265
97,1678836725317,30,20,80,2,1.494,12.0,3.131,7.0,2.381,18.0,3.006,7.0,2.148,10.0,2.955
98,1678837292349,1,-50,20,2,14.333,,,,,,,,,,
98,1678837301149,2,-80,80,2,2.945,,,,,,,,,,
98,1678837313116,3,-20,50,2,4.014,,,,,,,,,,
98,1678837323233,4,-80,20,2,3.409,,,,,,,,,,
98,1678837349466,5,-80,50,2,20.607,,,,,,,,,,
98,1678837356616,6,20,-20,1,1.509,,,,,,,,,,
98,1678837372350,7,50,-50,1,8.304,,,,,,,,,,
98,1678837379866,8,-50,80,2,1.166,,,,,,,,,,
98,1678837388066,9,80,-20,1,1.24,,,,,,,,,,
98,1678837425717,10,-50,50,2,3.013,5.0,5.899,6.0,2.205,14.0,5.561,7.0,1.542,9.0,11.626
98,1678837448533,11,-20,80,2,2.142,8.0,2.904,8.0,1.854,18.0,2.807,7.0,1.901,10.0,2.481
98,1678837476216,12,80,-50,1,2.343,18.0,3.094,8.0,1.679,4.0,6.934,4.0,1.303,10.0,2.777
98,1678837501417,13,80,-80,1,1.038,19.0,4.139,6.0,1.679,2.0,5.631,7.0,2.424,9.0,2.177
98,1678837523833,14,20,-50,1,0.75,11.0,3.789,7.0,2.544,5.0,2.862,8.0,2.239,9.0,2.54
98,1678837546100,15,20,-80,1,2.495,12.0,2.299,7.0,1.36,1.0,3.549,6.0,1.727,9.0,1.947
98,1678837568884,16,50,-80,1,1.203,15.0,3.734,6.0,3.535,2.0,2.958,8.0,1.655,9.0,2.107
98,1678837599951,17,50,-20,1,1.462,15.0,6.325,7.0,5.118,7.0,5.91,7.0,1.991,9.0,2.243
98,1678837618868,18,-20,20,2,1.118,8.0,2.151,6.0,1.319,12.0,1.767,7.0,2.567,9.0,2.108
98,1678837629468,19,50,20,1,3.98,,,,,,,,,,
98,1678837636034,20,50,80,2,1.823,,,,,,,,,,
98,1678837644301,21,20,80,2,1.421,,,,,,,,,,
98,1678837663251,22,80,20,1,0.857,18.0,2.742,7.0,1.198,12.0,2.245,7.0,2.35,9.0,2.195
98,1678837686335,23,20,50,2,1.078,13.0,2.213,7.0,2.253,16.0,3.066,6.0,1.486,9.0,4.122
98,1678837703218,24,80,50,1,1.509,19.0,2.113,7.0,1.878,15.0,2.502,7.0,1.583,10.0,2.426
98,1678837714651,25,-20,-50,1,2.589,,,,,,,,,,
98,1678837722435,26,-20,-80,1,1.523,,,,,,,,,,
98,1678837731968,27,-80,-50,2,1.892,,,,,,,,,,
98,1678837753101,28,-50,-20,2,1.262,4.0,3.221,5.0,1.383,8.0,2.086,7.0,1.838,8.0,4.05
98,1678837775384,29,-50,-80,1,1.086,5.0,3.76,6.0,1.143,1.0,2.494,4.0,2.479,7.0,3.635
98,1678837795034,30,-80,-20,2,1.567,2.0,2.593,6.0,1.447,7.0,2.319,7.0,1.526,9.0,2.244
99,1678837319309,1,80,50,1,4.434,,,,,,,,,,
99,1678837332008,2,50,20,1,7.283,,,,,,,,,,
99,1678837341989,3,80,20,1,1.971,,,,,,,,,,
99,1678837368568,4,20,80,2,2.472,12.0,3.608,8.0,3.101,19.0,4.538,6.0,2.453,8.0,2.683
99,1678837393047,5,20,50,2,1.843,12.0,5.225,7.0,1.911,16.0,3.589,6.0,2.266,6.0,3.04
99,1678837414777,6,50,80,2,1.342,15.0,2.743,6.0,3.45,18.0,3.143,7.0,1.969,6.0,2.497
99,1678837427375,7,-20,-50,1,5.217,,,,,,,,,,
99,1678837437174,8,-80,-20,2,2.39,,,,,,,,,,
99,1678837446722,9,-80,-50,2,2.405,,,,,,,,,,
99,1678837473134,10,-20,-80,1,1.401,8.0,4.668,8.0,1.957,2.0,4.154,8.0,3.243,7.0,3.492
99,1678837503463,11,-50,-80,1,3.487,4.0,4.612,8.0,2.45,2.0,4.106,7.0,3.953,8.0,3.073
99,1678837538457,12,-50,-20,2,1.101,4.0,6.83,6.0,4.307,8.0,3.27,8.0,1.826,7.0,8.08
99,1678837548972,13,20,-20,1,3.313,,,,,,,,,,
99,1678837558721,14,-80,50,2,3.228,,,,,,,,,,
99,1678837568485,15,-80,80,2,2.263,,,,,,,,,,
99,1678837577501,16,-50,80,2,2.755,,,,,,,,,,
99,1678837591199,17,50,-20,2,5.733,,,,,,,,,,
99,1678837600630,18,20,-50,1,2.615,,,,,,,,,,
99,1678837609312,19,-50,50,2,1.815,,,,,,,,,,
99,1678837616661,20,-80,20,2,2.674,,,,,,,,,,
99,1678837626144,21,-20,80,2,2.061,,,,,,,,,,
99,1678837656572,22,50,-50,1,2.877,16.0,6.11,8.0,1.941,4.0,6.513,6.0,1.811,8.0,3.768
99,1678837681851,23,80,-50,1,1.361,19.0,3.478,8.0,3.103,4.0,2.493,7.0,2.713,9.0,3.462
99,1678837708113,24,80,-80,1,2.01,19.0,3.459,9.0,2.332,0.0,5.606,8.0,3.937,8.0,3.818
99,1678837736893,25,-20,20,2,1.62,8.0,4.292,6.0,2.683,12.0,3.617,7.0,2.134,8.0,4.296
99,1678837764354,26,50,-80,1,1.959,16.0,3.455,7.0,3.229,2.0,3.279,8.0,4.125,9.0,3.818
99,1678837792583,27,20,-80,1,1.549,12.0,3.591,7.0,3.657,0.0,4.499,8.0,2.817,8.0,3.609
99,1678837821196,28,-20,50,2,1.261,8.0,7.072,8.0,2.892,16.0,2.571,8.0,3.636,7.0,2.335
99,1678837858473,29,80,-20,1,1.004,19.0,3.004,7.0,10.676,8.0,8.95,8.0,3.09,9.0,2.725
99,1678837880619,30,-50,20,2,1.19,3.0,4.003,7.0,2.424,12.0,2.168,7.0,1.805,7.0,2.429
